title,overview,rating,genre
rebel,"kamal resolves to change his life for the better, and so leaves belgium to help victims of the war in syria. but when he arrives, he is forced to join a militia and is left stranded in raqqa. back home, his younger brother nassim quickly becomes easy prey for radical recruiters, who promise to reunite him with his brother. their mother, leila, fights to protect the only thing she has left: her youngest son.",8.4,drama
city of god,"in the slums of rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",8.4,drama
hope,"after 8-year-old so-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",8.4,drama
oppenheimer,the story of j. robert oppenheimer’s role in the development of the atomic bomb during world war ii.,8.3,drama
accused,"after a revenge obsessed society incorrectly selects its next target, a young man must survive the night as the online witch-hunt arrives at his front door.",8.3,drama
oldboy,"with no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",8.3,drama
apocalypse now,"at the height of the vietnam war, captain benjamin willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" his goal is to locate - and eliminate - a mysterious green beret colonel named walter kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",8.3,drama
come and see,"the invasion of a village in byelorussia by german forces sends young florya into the forest to join the weary resistance fighters, against his family's wishes. there he meets a girl, glasha, who accompanies him back to his village. on returning home, florya finds his family and fellow peasants massacred. his continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",8.3,drama
dead poets society,"at an elite, old-fashioned boarding school in new england, a passionate english teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",8.3,drama
the intouchables,a true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,8.3,drama
once upon a time in the west,"as the railroad builders advance unstoppably through the arizona desert on their way to the sea, jill arrives in the small town of flagstone with the intention of starting a new life.",8.3,drama
life in a year,"a 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",8.3,drama
miracle in cell no. 7,"separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",8.3,drama
it's a wonderful life,"a holiday favourite for generations...  george bailey has spent his entire life giving to the people of bedford falls.  all that prevents rich skinflint mr. potter from taking over the entire town is george's modest building and loan company.  but on christmas eve the business's $8,000 is lost and george's troubles begin.",8.3,drama
paths of glory,a commanding officer defends three scapegoats on trial for a failed offensive that occurred within the french army in 1916.,8.3,drama
mommy,"a peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",8.3,drama
jesus,"three and a half years of jesus' ministry, as told in the gospel of luke.",8.3,drama
sunset boulevard,a hack screenwriter writes a screenplay for a former silent film star who has faded into hollywood obscurity.,8.3,drama
ikiru,"kanji watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. learning he has cancer, he starts to look for the meaning of his life.",8.3,drama
woman in the dunes,an entomologist suffers extreme psychological and sexual torture after being taken captive by the residents of a poor seaside village.,8.3,drama
the legend of 1900,"the story of a virtuoso piano player who lives his entire life aboard an ocean liner. born and raised on the ship, 1900 (tim roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",8.3,drama
tyson's run,"when fifteen-year-old tyson attends public school for the first time, his life is changed forever. while helping his father clean up after the football team, tyson befriends champion marathon runner aklilu. never letting his autism hold him back, tyson becomes determined to run his first marathon in hopes of winning his father's approval.  with the help of an unlikely friend and his parents, tyson learns that with faith in yourself and the courage to take the first step, anything is possible.",8.3,drama
hacksaw ridge,"wwii american army medic desmond t. doss, who served during the battle of okinawa, refuses to kill people and becomes the first conscientious objector in american history to receive the congressional medal of honor.",8.2,drama
the father,"a man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",8.2,drama
saving private ryan,"as u.s. troops storm the beaches of normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. ranger captain john miller and seven men are tasked with penetrating german-held territory and bringing the boy home.",8.2,drama
inglourious basterds,"in nazi-occupied france during world war ii, a group of jewish-american soldiers known as ""the basterds"" are chosen specifically to spread fear throughout the third reich by scalping and brutally killing nazis. the basterds, lead by lt. aldo raine soon cross paths with a french-jewish teenage girl who runs a movie theater in paris which is targeted by the soldiers.",8.2,drama
the help,"aibileen clark is a middle-aged african-american maid who has spent her life raising white children and has recently lost her only son; minny jackson is an african-american maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and eugenia ""skeeter"" phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. these three stories intertwine to explain how life in jackson, mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",8.2,drama
django unchained,"with the help of a german bounty hunter, a freed slave sets out to rescue his wife from a brutal mississippi plantation owner.",8.2,drama
green book,"tony lip, a bouncer in 1962, is hired to drive pianist don shirley on a tour through the deep south in the days when african americans, forced to find alternate accommodations and services due to segregation laws below the mason-dixon line, relied on a guide called the negro motorist green book.",8.2,drama
shutter island,"world war ii soldier-turned-u.s. marshal teddy daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",8.2,drama
wonder,"the story of august pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",8.2,drama
palmer,"after 12 years in prison, former high school football star eddie palmer returns home to put his life back together—and forms an unlikely bond with sam, an outcast boy from a troubled home. but eddie's past threatens to ruin his new life and family.",8.2,drama
the departed,"to take down south boston's irish mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. while an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. but both sides soon discover there's a mole among them.",8.2,drama
the prestige,"a mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",8.2,drama
the art of racing in the rain,"a family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",8.2,drama
the usual suspects,"held in an l.a. interrogation room, verbal kint attempts to convince the feds that a mythic crime lord, keyser soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in san pedro harbor – leaving few survivors. verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",8.2,drama
believe me: the abduction of lisa mcvey,"on the night she plans on taking her own life, 17-year-old 'lisa mcvey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. she manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. based on horrifying true events.",8.2,drama
casablanca,"in casablanca, morocco in december 1941, a cynical american expatriate meets a former lover, with unforeseen complications.",8.2,drama
portrait of a lady on fire,"on an isolated island in brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",8.2,drama
joseph,"the biblical story of joseph, who was sold to slavery by his brothers who were jealous of his prophetic abilities to analyze dreams and of his being their fathers' favorite.",8.2,drama
shooting stars,"the inspiring origin story of a basketball superhero, revealing how lebron james and his childhood friends become the #1 high school team in the country, launching james's breathtaking career as a four-time nba champion, two-time olympic gold medalist and the nba's all-time leading scorer.",8.2,drama
silenced,"based on actual events that took place at gwangju inhwa school for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",8.2,drama
violet evergarden: eternity and the auto memory doll,"isabella, the daughter of the noble york family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. however, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. her family notices her struggling in her lessons and decides to hire violet evergarden to personally tutor her under the guise of a handmaiden.  at first, isabella treats violet coldly. violet seems to be able to do everything perfectly, leading isabella to assume that she was born with a silver spoon. after some time, isabella begins to realize that violet has had her own struggles and starts to open up to her. isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  having experienced the power of words through her past clientele, violet asks if isabella wishes to write a letter to taylor. will violet be able to help isabella convey her feelings to her long-lost sister?",8.2,drama
capernaum,"zain, a 12-year-old boy scrambling to survive on the streets of beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",8.2,drama
all your faces,"since 2014, france's restorative justice programmes have offered a safe space for supervised dialogue between offenders and victims. grégoire, nawelle, and sabine, victims of heists and violent robberies, agree to join one of these discussion groups alongside offenders nassim, issa, and thomas, all convicted of violent robberies. meanwhile chloé, a victim of childhood sexual abuse, prepares for dialogue with her own agressor after learning he has moved back into town.",8.2,drama
metropolis,"in a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",8.2,drama
better days,"a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",8.2,drama
witness for the prosecution,"when leonard vole is arrested for the sensational murder of a rich, middle-aged widow, the famous sir wilfrid robarts agrees to appear on his behalf. sir wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",8.2,drama
persona,"a young nurse, alma, is put in charge of elisabeth vogler: an actress who is seemingly healthy in all respects, but will not talk. as they spend time together, alma speaks to elisabeth constantly, never receiving any answer. the time they spend together only strengthens the crushing realization that one does not exist.",8.2,drama
tokyo story,"the elderly shukishi and his wife, tomi, take the long journey from their small seaside village to visit their adult children in tokyo. their elder son, koichi, a doctor, and their daughter, shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",8.2,drama
my fault,"noah must leave her city, boyfriend, and friends to move into william leister's mansion, the flashy and wealthy husband of her mother rafaela. as a proud and independent 17 year old, noah resists living in a mansion surrounded by luxury. however, it is there where she meets nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",8.1,drama
lola's secret,young man has his dreams come true when the sexy new maid seduces him. but she also has a secret that leads to trouble.,8.1,drama
hidden figures,"the untold story of katherine g. johnson, dorothy vaughan and mary jackson – brilliant african-american women working at nasa and serving as the brains behind one of the greatest operations in history – the launch of astronaut john glenn into orbit. the visionary trio crossed all gender and race lines to inspire generations to dream big.",8.1,drama
full metal jacket,a pragmatic u.s. marine observes the dehumanizing effects the u.s.-vietnam war has on his fellow recruits from their brutal boot camp training to the bloody street fighting in hue.,8.1,drama
pride & prejudice,"a story of love and life among the landed english gentry during the georgian era. mr. bennet is a gentleman living in hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",8.1,drama
good will hunting,"will hunting has a genius-level iq but chooses to work as a janitor at mit. when he solves a difficult graduate-level math problem, his talents are discovered by professor gerald lambeau, who decides to help the misguided youth reach his potential. when will is arrested for attacking a police officer, professor lambeau makes a deal to get leniency for him if he will get treatment from therapist sean maguire.",8.1,drama
prisoners,"keller dover faces a parent's worst nightmare when his 6-year-old daughter, anna, and her friend go missing. the only lead is an old motorhome that had been parked on their street. the head of the investigation, detective loki, arrests the driver, but a lack of evidence forces loki to release his only suspect. dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",8.1,drama
in the mood for love,two neighbors become intimate after discovering that their spouses are having an affair with one another.,8.1,drama
elite squad,"in 1997, before the visit of the pope to rio de janeiro, captain nascimento from bope (special police operations battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",8.1,drama
the invisible guest,"barcelona, spain. adrián doria, a young and successful businessman accused of murder, meets one night with virginia goodman, an expert interrogation lawyer, in order to devise a defense strategy.",8.1,drama
yojimbo,"a nameless ronin, or samurai with no master, enters a small village in feudal japan where two rival businessmen are struggling for control of the local gambling trade. taking the name sanjuro kuwabatake, the ronin convinces both silk merchant tazaemon and sake merchant tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",8.1,drama
my name is khan,"rizwan khan, a muslim from the borivali section of mumbai, has asperger's syndrome. he marries a hindu single mother, mandira, in san francisco. after 9/11, rizwan is detained by authorities at lax who treat him as a terrorist because of his condition and his race.",8.1,drama
dr. strangelove or: how i learned to stop worrying and love the bomb,"after the insane general jack d. ripper initiates a nuclear strike on the soviet union, a war room full of politicians, generals and a russian diplomat all frantically try to stop the nuclear strike.",8.1,drama
there will be blood,"ruthless silver miner, turned oil prospector, daniel plainview, moves to oil-rich california. using his son to project a trustworthy, family-man image, plainview cons local landowners into selling him their valuable properties for a pittance. however, local preacher eli sunday suspects plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",8.1,drama
lion,"a five-year-old indian boy gets lost on the streets of calcutta, thousands of kilometers from home. he survives many challenges before being adopted by a couple in australia; 25 years later, he sets out to find his lost family.",8.1,drama
la haine,"after a chaotic night of rioting in a marginal suburb of paris, three young friends, vinz, hubert and saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",8.1,drama
das boot,"a german submarine hunts allied ships during the second world war, but it soon becomes the hunted. the crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",8.1,drama
the hunt,"a teacher lives a lonely life, all the while struggling over his son’s custody. his life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.1,drama
incendies,"a mother's last wishes send twins jeanne and simon on a journey to middle east in search of their tangled roots. adapted from wajdi mouawad's acclaimed play, incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",8.1,drama
the elephant man,"a victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. based on the true story of joseph merrick (called john merrick in the film), a severely deformed man in 19th century london.",8.1,drama
"paris, texas","a man wanders out of the desert not knowing who he is. his brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",8.1,drama
lev yashin. the dream goalkeeper,"an ordinary working class boy, like all his peers, he played football day and night and dreamed of being a striker. but no matter which team he played for - in the yard, at the factory, or in the army - he was inevitably put in goal.",8.1,drama
all about eve,"from the moment she glimpses her idol at the stage door, eve harrington is determined to take the reins of power away from the great actress margo channing. eve maneuvers her way into margo's broadway role, becomes a sensation and even causes turmoil in the lives of margo's director boyfriend, her playwright and his wife. only the cynical drama critic sees through eve, admiring her audacity and perfect pattern of deceit.",8.1,drama
about dry grasses,"a young art teacher hopes to be transfered to istanbul after completing his mandatory duty in a remote village school in anatolia. after accusations of innapropriate contact with a student surface, his hopes of escape fade and he descends further into an existential crisis.",8.1,drama
the 400 blows,"for young parisian boy antoine doinel, life is one difficult situation after another. surrounded by inconsiderate adults, including his neglectful parents, antoine spends his days with his best friend, rene, trying to plan for a better life. when one of their schemes goes awry, antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",8.1,drama
m,"in this classic german thriller, hans beckert, a serial killer who preys on children, becomes the focus of a massive berlin police manhunt. beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. with both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",8.1,drama
the thin yellow line,"five men are hired to paint the yellow line the road between two villages in mexico forgotten. aboard an old pickup truck, initiated the work of more than two hundred kilometers of asphalt and yellow paint to be completed in less than a fortnight",8.1,drama
judgment at nuremberg,"in 1947, four german judges who served on the bench during the nazi regime face a military tribunal to answer charges of crimes against humanity. chief justice haywood hears evidence and testimony not only from lead defendant ernst janning and his defense attorney hans rolfe, but also from the widow of a nazi general, an idealistic u.s. army captain and reluctant witness irene wallner.",8.1,drama
andrei rublev,"an expansive russian drama, this film focuses on the life of revered religious icon painter andrei rublev. drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. but after rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. as he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",8.1,drama
innocent voices,"a young boy, in an effort to have a normal childhood in 1980s el salvador, is caught up in a dramatic fight for his life as he desperately tries to avoid the war which is raging all around him",8.1,drama
central station,"an emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",8.1,drama
red beard,"aspiring to an easy job as personal physician to a wealthy family, noboru yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor red beard. yasumoto rebels in numerous ways, but red beard proves a wise and patient teacher. he gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.",8.1,drama
ayla: the daughter of war,"in 1950, amidst the ravages of the korean war, sergeant süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",8.1,drama
a million miles away,"the life of engineer and former nasa astronaut josé m. hernández, the first migrant farmworker to go to space.",8.0,drama
breaking point,"two adopted brothers filled with resentment for each other after the loss of their mother, united in their love of breakdancing, find themselves thrust together as they embark on a journey for the gold. ​",8.0,drama
ford v ferrari,"american car designer carroll shelby and the british-born driver ken miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for ford motor company and take on the dominating race cars of enzo ferrari at the 24 hours of le mans in france in 1966.",8.0,drama
pretty young sister,"ji-yeong and woo-hyeon is on a fun, casual relationship. however, woo-hyeon finds out that his friend min-soo likes ji-yeong and decides to be a stepping stone between them. will min-soo and ji-yeong be able to date after many twists and turns? or will ji-yeong go back to woo-hyeon's arms? the story of two men surrouding ji-yeong's heart begins.",8.0,drama
gifted,"frank, a single man raising his child prodigy niece mary, is drawn into a custody battle with his mother.",8.0,drama
catch me if you can,"a true story about frank abagnale jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a pan am pilot, doctor, and legal prosecutor. an fbi agent makes it his mission to put him behind bars. but frank not only eludes capture, he revels in the pursuit.",8.0,drama
kelas bintang - mangga muda,kelas bintang is back with this pack of drama called mangga muda.,8.0,drama
gone with the wind,the spoiled daughter of a georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the american civil war and reconstruction era.,8.0,drama
american beauty,"lester burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",8.0,drama
chungking express,"two melancholic hong kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",8.0,drama
hachi: a dog's tale,a drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,8.0,drama
coda,"as a coda (child of deaf adults), ruby is the only hearing person in her deaf family. when the family's fishing business is threatened, ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",8.0,drama
before sunrise,"a young man and woman meet on a train in europe, and wind up spending one evening together in vienna. unfortunately, both know that this will probably be their only night together.",8.0,drama
gran torino,"disgruntled korean war veteran walt kowalski sets out to reform his neighbor, thao lor, a hmong teenager who tried to steal kowalski's prized possession: a 1972 gran torino.",8.0,drama
trainspotting,"heroin addict mark renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- sick boy, begbie, spud and tommy. he also has an underage girlfriend, diane, along for the ride. after cleaning up and moving from edinburgh to london, mark finds he can't escape the life he left behind when begbie shows up at his front door on the lam, and a scheming sick boy follows.",8.0,drama
to kill a mockingbird,"scout finch, 6, and her older brother jem live in sleepy maycomb, alabama, spending much of their time with their friend dill and spying on their reclusive and mysterious neighbor, boo radley. when atticus, their widowed father and a respected lawyer, defends a black man named tom robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",8.0,drama
the deer hunter,"a group of working-class friends decide to enlist in the army during the vietnam war and finds it to be hellish chaos -- not the noble venture they imagined. before they left, steven married his pregnant girlfriend -- and michael and nick were in love with the same woman. but all three are different men upon their return.",8.0,drama
3 idiots,"rascal. joker. dreamer. genius... you've never met a college student quite like ""rancho."" from the moment he arrives at india's most prestigious university, rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. together, they make life miserable for ""virus,"" the school’s uptight and heartless dean. but when rancho catches the eye of the dean's daughter, virus sets his sights on flunking out the ""3 idiots"" once and for all.",8.0,drama
raging bull,"the life of boxer jake lamotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",8.0,drama
million dollar baby,"despondent over a painful estrangement from his daughter, trainer frankie dunn isn't prepared for boxer maggie fitzgerald to enter his life. but maggie's determined to go pro and to convince dunn and his cohort to help her.",8.0,drama
barry lyndon,"an irish rogue uses his cunning and wit to work his way up the social classes of 18th century england, transforming himself from the humble redmond barry into the noble barry lyndon.",8.0,drama
room,"held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.0,drama
yesterday once more,"gu yuxuan  and han shuyan almost had a fated encounter when they were children. after they grew up, the two met again as they are destined to fall in love.  after experiencing the happiness and sweetness of love, they had to face the test of fate together. can the miracle of love keep them together?",8.0,drama
mirror,"a dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in soviet history with daily life.",8.0,drama
like stars on earth,"ishaan awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",8.0,drama
in this corner of the world,"japan, 1943, during world war ii. young suzu leaves her village near hiroshima to marry and live with her in-laws in kure, a military harbor. her creativity to overcome deprivation quickly makes her indispensable at home. inhabited by an ancestral wisdom, suzu impregnates the simple gestures of everyday life with poetry and beauty. the many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",8.0,drama
"argentina, 1985","in the 1980s, a team of lawyers takes on the heads of argentina's bloody military dictatorship in a battle against odds and a race against time.",8.0,drama
nobody knows,"in a small tokyo apartment, twelve-year-old akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",8.0,drama
the burial,"a lawyer helps a funeral home owner save his family business from a corporate behemoth. in a move to bring resonance to a dry case, the lawyer digs up a complex web of race, power, and oppression that forces everyone to examine prejudices.",8.0,drama
the lives of others,"in 1984 east berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",8.0,drama
the cabinet of dr. caligari,"francis, a young man, recalls in his memory the horrible experiences he and his fiancée jane recently went through. francis and his friend alan visit the cabinet of dr. caligari, an exhibit where the mysterious doctor shows the somnambulist cesare, and awakens him for some moments from his death-like sleep.",8.0,drama
anne of green gables: the sequel,"anne shirley, now a schoolteacher, has begun writing stories and collecting rejection slips. she acts as diana's maid of honor, develops a relationship with gilbert blythe, and finds herself at kingsport ladies' college. but while anne enjoys the battles and the friends she makes, she finds herself returning to avonlea.",8.0,drama
children of heaven,"zohre's shoes are gone; her older brother ali lost them. they are poor, there are no shoes for zohre until they come up with an idea: they will share one pair of shoes. school awaits.",8.0,drama
titanic,"101-year-old rose dewitt bukater tells the story of her life aboard the titanic, 84 years later. a young rose boards the ship with her mother and fiancé. meanwhile, jack dawson and fabrizio de rossi win third-class tickets aboard the ship. rose tells the whole story from titanic's departure through to its death—on its first and last voyage—on april 15, 1912.",7.9,drama
me before you,"a small town girl is caught between dead-end jobs. a high-profile, successful man becomes wheelchair bound following an accident. the man decides his life is not worth living until the girl is hired for six months to be his new caretaker. worlds apart and trapped together by circumstance, the two get off to a rocky start. but the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",7.9,drama
forgotten love,a once-respected surgeon who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past.,7.9,drama
el infierno,"benjamin garcia, benny is deported from the united states. back home and against a bleak picture, benny gets involved in the drug business, in which he has for the first time in his life, a spectacular rise surrounded by money, women, violence and fun. but very soon he will discover that criminal life does not always keep its promises.",7.9,drama
the whale,a reclusive english teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,7.9,drama
about time,"the night after another unsatisfactory new year's party, tim's father tells his son that the men in his family have always had the ability to travel through time. they can't change history, but they can change what happens and has happened in their own lives. thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",7.9,drama
the greatest showman,"the story of american showman p.t. barnum, founder of the circus that became the famous traveling ringling bros. and barnum & bailey circus.",7.9,drama
a beautiful mind,"john nash is a brilliant but asocial mathematician fighting schizophrenia. after he accepts secret work in cryptography, his life takes a turn for the nightmarish.",7.9,drama
the pursuit of happyness,a struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,7.9,drama
the boy who harnessed the wind,"against all the odds, a thirteen year old boy in malawi invents an unconventional way to save his family and village from famine.",7.9,drama
little women,four sisters come of age in america in the aftermath of the civil war.,7.9,drama
anatomy of a fall,"sandra, samuel and their visually impaired son daniel have been living in a remote mountain location for the past year. when samuel is found dead outside the house, an investigation for death in suspicious circumstances is launched. amidst the uncertainty, sandra is indicted: was it suicide or homicide? a year later daniel attends his mother’s trial, a veritable dissection of his parents’ relationship.",7.9,drama
emancipation,"inspired by the gripping true story of a man who would do anything for his family—and for freedom. when peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.",7.9,drama
12 years a slave,"in the pre-civil war united states, solomon northup, a free black man from upstate new york, is abducted and sold into slavery. facing cruelty as well as unexpected kindnesses solomon struggles not only to stay alive, but to retain his dignity. in the twelfth year of his unforgettable odyssey, solomon’s chance meeting with a canadian abolitionist will forever alter his life.",7.9,drama
mira,"noticing her shy, non-verbal eight year old neighbour, mira, compassionate twenty-two year old, ainsley, connects with her, building a sibling-like relationship. their bond becomes threatened by mira’s abusive parents as ainsley risks herself to protect her new friend.",7.9,drama
shoplifters,"after one of their shoplifting sessions, osamu and his son come across a little girl in the freezing cold. at first reluctant to shelter the girl, osamu’s wife agrees to take care of her after learning of the hardships she faces. although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.",7.9,drama
the theory of everything,"the theory of everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist stephen hawking, who falls deeply in love with fellow cambridge student jane wilde.",7.9,drama
love like the falling petals,"haruto asakura falls in love with hairdresser misaki ariake and asks her out. watching misaki ariake work hard to achieve what she wants, haruto asakura, who almost gave up his dream to become a photographer, begins to pursue his dream again, but misaki ariake is diagnosed with a disease that ages her 10x faster than normal.",7.9,drama
farewell my concubine,"abandoned by his prostitute mother in 1920, douzi was raised by a theater troupe. there he meets shitou and over the following years the two develop an act entitled ""farewell my concubine"" that brings them fame and fortune. when shitou marries juxian, douzi becomes jealous, the beginnings of the acting duo's explosive breakup and tragic fall take root.",7.9,drama
thirteen lives,"based on the true nail-biting mission that captivated the world. twelve boys and the coach of a thai soccer team explore the tham luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. entombed behind a maze of flooded cave tunnels, they face impossible odds. a team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.",7.9,drama
charm city kings,"mouse desperately wants to join the midnight clique, the infamous baltimore dirt bike riders who rule the summertime streets. when midnight’s leader, blax, takes 14-year-old mouse under his wing, mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",7.9,drama
three colors: red,"valentine, a student model in geneva, struggles with a possessive boyfriend and a troubled family. when she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. although valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.",7.9,drama
1900,"the epic tale of a class struggle in twentieth century italy, as seen through the eyes of two childhood friends on opposing sides.",7.9,drama
dancer in the dark,"selma, a czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. when life gets too difficult, selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",7.9,drama
