title,author,rating,overview,genres,url
"Voyager (Outlander, #3)",Diana Gabaldon,8.78,"From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear his child, believing him dead in the tragic battle of Culloden. Yet his memory has never lessened its hold on her... and her body still cries out for him in her dreams.Then Claire discovers that Jamie survived. Torn between returning to him and staying with their daughter in her own era, Claire must choose her destiny. And as time and space come full circle, she must find the courage to face the passion and pain awaiting her...the deadly intrigues raging in a divided Scotland... and the daring voyage into the dark unknown that can reunite or forever doom her timeless love.","Historical Fiction,Romance,Fantasy,Fiction,Time Travel,Historical,Historical Romance",https://www.amazon.com/s?k=Voyager&crid=TOQJCXSNICLI&sprefix=Voyager%2Caps%2C163&ref=nb_sb_noss_1k=Voyager
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,8.56,"Also see: Alternate Cover Editions for this ISBN [ACE]   ACE #1 To save her mother's life, Clary must travel to the City of Glass, the ancestral home of the Shadowhunters - never mind that entering the city without permission is against the Law, and breaking the Law could mean death. To make things worse, she learns that Jace does not want her there, and Simon has been thrown in prison by the Shadowhunters, who are deeply suspicious of a vampire who can withstand sunlight.As Clary uncovers more about her family's past, she finds an ally in mysterious Shadowhunter Sebastian. With Valentine mustering the full force of his power to destroy all Shadowhunters forever, their only chance to defeat him is to fight alongside their eternal enemies. But can Downworlders and Shadowhunters put aside their hatred to work together? While Jace realizes exactly how much he's willing to risk for Clary, can she harness her newfound powers to help save the Glass City - whatever the cost?Love is a mortal sin and the secrets of the past prove deadly as Clary and Jace face down Valentine in the third installment of the New York Times bestselling series The Mortal Instruments.","Fantasy,Young Adult,Romance,Paranormal,Urban Fantasy,Fiction,Vampires",https://www.amazon.com/s?k=CityofGlass&crid=TOQJCXSNICLI&sprefix=CityofGlass%2Caps%2C163&ref=nb_sb_noss_1k=CityofGlass
Everything is Illuminated,Jonathan Safran Foer,7.78,"With only a yellowing photograph in hand, a young man -- also named Jonathan Safran Foer -- sets out to find the woman who may or may not have saved his grandfather from the Nazis. Accompanied by an old man haunted by memories of the war an amorous dog named Sammy Davis, Junior, Junior and the unforgettable Alex, a young Ukrainian translator who speaks in a sublimely butchered English, Jonathan is led on a quixotic journey over a devastated landscape and into an unexpected past.","Fiction,Historical Fiction,Contemporary,Novels,Literature,Literary Fiction,Magical Realism",https://www.amazon.com/s?k=EverythingisIlluminated&crid=TOQJCXSNICLI&sprefix=EverythingisIlluminated%2Caps%2C163&ref=nb_sb_noss_1k=EverythingisIlluminated
"I, Claudius (Claudius, #1)",Robert Graves,8.48,"Into the 'autobiography' of Clau-Clau-Claudius, the pitiful stammerer who was destined to become Emperor in spite of himself, Graves packs the everlasting intrigues, the depravity, the bloody purges and mounting cruelty of the reigns of Augustus and Tiberius, soon to culminate in the deified insanity of Caligula.I, Claudius and its sequel, Claudius the God, are among the most celebrated, as well the most gripping historical novels ever written.Cover illustration: Brian Pike","Historical Fiction,Fiction,Classics,Historical,Literature,Novels,Italy","https://www.amazon.com/s?k=I,Claudius&crid=TOQJCXSNICLI&sprefix=I,Claudius%2Caps%2C163&ref=nb_sb_noss_1k=I%2CClaudius"
The Goldfinch,Donna Tartt,7.88,"Winner of the Pulitzer Prize for Fiction 2014Aged thirteen, Theo Decker, son of a devoted mother and a reckless, largely absent father, survives an accident that otherwise tears his life apart. Alone and rudderless in New York, he is taken in by the family of a wealthy friend. He is tormented by an unbearable longing for his mother, and down the years clings to the thing that most reminds him of her: a small, strangely captivating painting that ultimately draws him into the criminal underworld. As he grows up, Theo learns to glide between the drawing rooms of the rich and the dusty antiques store where he works. He is alienated and in love - and his talisman, the painting, places him at the centre of a narrowing, ever more dangerous circle.The Goldfinch is a haunted odyssey through present-day America and a drama of enthralling power. Combining unforgettably vivid characters and thrilling suspense, it is a beautiful, addictive triumph - a sweeping story of loss and obsession, of survival and self-invention, of the deepest mysteries of love, identity and fate.","Fiction,Contemporary,Literary Fiction,Audiobook,Art,Mystery,Adult",https://www.amazon.com/s?k=TheGoldfinch&crid=TOQJCXSNICLI&sprefix=TheGoldfinch%2Caps%2C163&ref=nb_sb_noss_1k=TheGoldfinch
Snow Falling on Cedars,David Guterson,7.72,"Gripping, tragic, and densely atmospheric—a masterpiece of suspense San Piedro Island, north of Puget Sound, is a place so isolated that no one who lives there can afford to make enemies. But in 1954 a local fisherman is found suspiciously drowned, and a Japanese American named Kabuo Miyamoto is charged with his murder. In the course of the ensuing trial, it becomes clear that what is at stake is more than a man's guilt. For on San Pedro, memories of a charmed love affair between a white boy and the Japanese girl who grew up to become Kabuo's wife memories of land desired, paid for, and lost. Above all, San Piedro is haunted by the memory of what happened to its Japanese residents during World War II, when an entire community was sent into exile while its neighbors watched.","Fiction,Historical Fiction,Mystery,Historical,Literature,Literary Fiction,Novels",https://www.amazon.com/s?k=SnowFallingonCedars&crid=TOQJCXSNICLI&sprefix=SnowFallingonCedars%2Caps%2C163&ref=nb_sb_noss_1k=SnowFallingonCedars
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,8.02,"For the first time, an edition of Lewis's classic fantasy fiction packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive ""P.S."" section about the history of the book, plus a round-up of the first six titles. The last days of Narnia, and all hope seems lost as lies and treachery interweave to threaten the destruction of everything. As the battle lines are drawn, old friends are summoned back to Narnia, though none can predict the outcome in this magnificent ending to the famous series. On 9 December 2005, Andrew (Shrek) Adamson's live-action film adaptation of The Lion, the Witch and the Wardrobe will be released by Disney, and it is already being hailed as the biggest film franchise of all time, guaranteed to appeal to adults and children across the globe. The second film is already in development. Sporting breathtaking new photographic covers, these new adult editions of the seven Chronicles of Narnia now give everyone an opportunity to experience the adventures in their original form. Re-live your childhood fantasies or discover for the first time what everyone will be talking about by Christmas and savour some of the best-loved stories ever written.","Fantasy,Fiction,Classics,Young Adult,Childrens,Christian,Adventure",https://www.amazon.com/s?k=TheLastBattle&crid=TOQJCXSNICLI&sprefix=TheLastBattle%2Caps%2C163&ref=nb_sb_noss_1k=TheLastBattle
A Room with a View,E.M. Forster,7.8,"But you do, he went on, not waiting for contradiction. ""You love the boy body and soul, plainly, directly, as he loves you, and no other word expresses it ...""Lucy has her rigid, middle-class life mapped out for her, until she visits Florence with her uptight cousin Charlotte, and finds her neatly ordered existence thrown off balance. Her eyes are opened by the unconventional characters she meets at the Pension Bertolini: flamboyant romantic novelist Eleanor Lavish, the Cockney Signora, curious Mr Emerson and, most of all, his passionate son George.Lucy finds herself torn between the intensity of life in Italy and the repressed morals of Edwardian England, personified in her terminally dull fiancé Cecil Vyse. Will she ever learn to follow her own heart?","Classics,Fiction,Romance,Historical Fiction,Italy,Literature,British Literature",https://www.amazon.com/s?k=ARoomwithaView&crid=TOQJCXSNICLI&sprefix=ARoomwithaView%2Caps%2C163&ref=nb_sb_noss_1k=ARoomwithaView
Circe,Madeline Miller,8.48,"In the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange child--neither powerful like her father nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess power: the power of witchcraft, which can transform rivals into monsters and menace the gods themselves.Threatened, Zeus banishes her to a deserted island, where she hones her occult craft, tames wild beasts, and crosses paths with many of the most famous figures in all of mythology, including the Minotaur, Daedalus and his doomed son Icarus, the murderous Medea, and, of course, wily Odysseus.But there is danger, too, for a woman who stands alone, and Circe unwittingly draws the wrath of both men and gods, ultimately finding herself pitted against one of the most terrifying and vengeful of the Olympians. To protect what she loves most, Circe must summon all her strength and choose, once and for all, whether she belongs with the gods she is born from or with the mortals she has come to love.","Fantasy,Fiction,Mythology,Historical Fiction,Greek Mythology,Retellings,Audiobook",https://www.amazon.com/s?k=Circe&crid=TOQJCXSNICLI&sprefix=Circe%2Caps%2C163&ref=nb_sb_noss_1k=Circe
"Angels & Demons (Robert Langdon, #1)",Dan Brown,7.86,"World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb, Langdon joins forces in Rome with the beautiful and mysterious scientist Vittoria Vetra. Together they embark on a frantic hunt through sealed crypts, dangerous catacombs, and deserted cathedrals, and into the depths of the most secretive vault on earth...the long-forgotten Illuminati lair.(back cover)","Fiction,Mystery,Thriller,Mystery Thriller,Suspense,Adventure,Crime",https://www.amazon.com/s?k=Angels&Demons&crid=TOQJCXSNICLI&sprefix=Angels&Demons%2Caps%2C163&ref=nb_sb_noss_1k=Angels%26Demons
Bleak House,Charles Dickens,8.02,"Bleak House opens in the twilight of foggy London, where fog grips the city most densely in the Court of Chancery. The obscure case of Jarndyce and Jarndyce, in which an inheritance is gradually devoured by legal costs, the romance of Esther Summerson and the secrets of her origin, the sleuthing of Detective Inspector Bucket and the fate of Jo the crossing-sweeper, these are some of the lives Dickens invokes to portray London society, rich and poor, as no other novelist has done. Bleak House, in its atmosphere, symbolism and magnificent bleak comedy, is often regarded as the best of Dickens. A 'great Victorian novel', it is so inventive in its competing plots and styles that it eludes interpretation.","Classics,Fiction,Literature,19th Century,Victorian,Historical Fiction,British Literature",https://www.amazon.com/s?k=BleakHouse&crid=TOQJCXSNICLI&sprefix=BleakHouse%2Caps%2C163&ref=nb_sb_noss_1k=BleakHouse
"Chosen (House of Night, #3)",P.C. Cast,7.82,"Dark forces are at work at the House of Night and Zoey Redbird’s adventures at the school take a mysterious turn. Her best friend, Stevie Rae, is undead and struggling to maintain a grip on her humanity. Zoey finds herself in the very unexpected and rare situation of having three boyfriends. Mix a little bloodlust into the equation and the situation has the potential to spell social disaster. Just when it seems things couldn’t get any tougher, vampyres start turning up dead. Really dead. It looks like the People of Faith are tired of living side-by-side with vampyres. But, as Zoey and her friends so often find out, how things appear rarely affects the truth…","Young Adult,Vampires,Fantasy,Paranormal,Romance,Fiction,Supernatural",https://www.amazon.com/s?k=Chosen&crid=TOQJCXSNICLI&sprefix=Chosen%2Caps%2C163&ref=nb_sb_noss_1k=Chosen
"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,8.78,"Alternate Cover Edition ISBN 0618260269 (copyright page ISBN is 0618346252 - different from back cover)One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.--back cover","Fantasy,Classics,Fiction,Adventure,High Fantasy,Science Fiction Fantasy,Epic Fantasy",https://www.amazon.com/s?k=TheFellowshipoftheRing&crid=TOQJCXSNICLI&sprefix=TheFellowshipoftheRing%2Caps%2C163&ref=nb_sb_noss_1k=TheFellowshipoftheRing
"The Elite (The Selection, #2)",Kiera Cass,7.9,"The Selection began with thirty-five girls. Now with the group narrowed down to the six Elite, the competition to win Prince Maxon's heart is fiercer than ever—and America is still struggling to decide where her heart truly lies. Is it with Maxon, who could make her life a fairy tale? Or with her first love, Aspen?America is desperate for more time. But the rest of the Elite know exactly what they want—and America's chance to choose is about to slip away.","Romance,Young Adult,Dystopia,Fantasy,Fiction,Audiobook,Science Fiction",https://www.amazon.com/s?k=TheElite&crid=TOQJCXSNICLI&sprefix=TheElite%2Caps%2C163&ref=nb_sb_noss_1k=TheElite
Of Human Bondage,W. Somerset Maugham,8.28,"From a tormented orphan with a clubfoot, Philip Carey grows into an impressionable young man with a voracious appetite for adventure and knowledge. His cravings take him to Paris at age eighteen to try his hand at art, then back to London to study medicine. But even so, nothing can sate his nagging hunger for experience. Then he falls obsessively in love, embarking on a disastrous relationship that will change his life forever.…Marked by countless similarities to Maugham’s own life, his masterpiece is “not an autobiography,” as the author himself once contended, “but an autobiographical novel fact and fiction are inexorably mingled the emotions are my own.”","Classics,Fiction,Literature,Novels,British Literature,Romance,Literary Fiction",https://www.amazon.com/s?k=OfHumanBondage&crid=TOQJCXSNICLI&sprefix=OfHumanBondage%2Caps%2C163&ref=nb_sb_noss_1k=OfHumanBondage
The War of the Worlds,H.G. Wells,7.66,"When an army of invading Martians lands in England, panic and terror seize the population. As the aliens traverse the country in huge three-legged machines, incinerating all in their path with a heat ray and spreading noxious toxic gases, the people of the Earth must come to terms with the prospect of the end of human civilization and the beginning of Martian rule.Inspiring films, radio dramas, comic-book adaptations, television series and sequels,The War of the Worlds is a prototypical work of science fiction which has influenced every alien story that has come since, and is unsurpassed in its ability to thrill, well over a century since it was first published.","Classics,Science Fiction,Fiction,Fantasy,Horror,Science Fiction Fantasy,Literature",https://www.amazon.com/s?k=TheWaroftheWorlds&crid=TOQJCXSNICLI&sprefix=TheWaroftheWorlds%2Caps%2C163&ref=nb_sb_noss_1k=TheWaroftheWorlds
The Elephant Tree,R.D. Ronald,7.38,"Mark Fallon is an overworked detective investigating a spate of attacks at a string of high profile city centre nightclubs. Scott is a dejected 24 year old struggling to make ends meet working for his brother and supplementing his income with a small-scale drug dealing operation. Angela is an attractive 23 year old, raised by her father, a career criminal and small time drug dealer who supplies Scott with cannabis. This is a chilling tale spanning a few months in the lives of Scott and Angela, where realizations about the present combine with shocking revelations from the past leading to an apocalyptic climax where they no longer know whom they can trust.","Thriller,Fiction,Mystery,Crime,Drama,Suspense,Contemporary",https://www.amazon.com/s?k=TheElephantTree&crid=TOQJCXSNICLI&sprefix=TheElephantTree%2Caps%2C163&ref=nb_sb_noss_1k=TheElephantTree
North and South,Elizabeth Gaskell,8.3,"When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction.In North and South, Elizabeth Gaskell skillfully fuses individual feeling with social concern, and in Margaret Hale creates one of the most original heroines of Victorian literature.","Classics,Fiction,Romance,Historical Fiction,Historical,19th Century,Victorian",https://www.amazon.com/s?k=NorthandSouth&crid=TOQJCXSNICLI&sprefix=NorthandSouth%2Caps%2C163&ref=nb_sb_noss_1k=NorthandSouth
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,8.04,"A richly inventive novel about a centuries-old vampire, a spellbound witch, and the mysterious manuscript that draws them together. Deep in the stacks of Oxford's Bodleian Library, young scholar Diana Bishop unwittingly calls up a bewitched alchemical manuscript in the course of her research. Descended from an old and distinguished line of witches, Diana wants nothing to do with sorcery so after a furtive glance and a few notes, she banishes the book to the stacks. But her discovery sets a fantastical underworld stirring, and a horde of daemons, witches, and vampires soon descends upon the library. Diana has stumbled upon a coveted treasure lost for centuries-and she is the only creature who can break its spell. Debut novelist Deborah Harkness has crafted a mesmerizing and addictive read, equal parts history and magic, romance and suspense. Diana is a bold heroine who meets her equal in vampire geneticist Matthew Clairmont, and gradually warms up to him as their alliance deepens into an intimacy that violates age-old taboos. This smart, sophisticated story harks back to the novels of Anne Rice, but it is as contemporary and sensual as the Twilight series-with an extra serving of historical realism.","Fantasy,Romance,Fiction,Paranormal,Vampires,Witches,Magic",https://www.amazon.com/s?k=ADiscoveryofWitches&crid=TOQJCXSNICLI&sprefix=ADiscoveryofWitches%2Caps%2C163&ref=nb_sb_noss_1k=ADiscoveryofWitches
"Night  (The Night Trilogy, #1)",Elie Wiesel,8.74,"Born in the town of Sighet, Transylvania, Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. Night is the terrifying record of Elie Wiesel's memories of the death of his family, the death of his own innocence, and his despair as a deeply observant Jew confronting the absolute evil of man. This new translation by his wife and most frequent translator, Marion Wiesel, corrects important details and presents the most accurate rendering in English of Elie Wiesel's testimony to what happened in the camps and of his unforgettable message that this horror must simply never be allowed to happen again.","Nonfiction,Classics,History,Memoir,Holocaust,Biography,School",https://www.amazon.com/s?k=Night&crid=TOQJCXSNICLI&sprefix=Night%2Caps%2C163&ref=nb_sb_noss_1k=Night
The Nightingale,Kristin Hannah,9.22,"In love we find out who we want to be.In war we find out who we are.FRANCE, 1939In the quiet village of Carriveau, Vianne Mauriac says good-bye to her husband, Antoine, as he heads for the Front. She doesn’t believe that the Nazis will invade France…but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianne’s home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive.Vianne’s sister, Isabelle, is a rebellious eighteen-year-old, searching for purpose with all the reckless passion of youth. While thousands of Parisians march into the unknown terrors of war, she meets Gaëtan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young can…completely. But when he betrays her, Isabelle joins the Resistance and never looks back, risking her life time and again to save others.","Historical Fiction,Fiction,Historical,World War II,Audiobook,War,Adult",https://www.amazon.com/s?k=TheNightingale&crid=TOQJCXSNICLI&sprefix=TheNightingale%2Caps%2C163&ref=nb_sb_noss_1k=TheNightingale
Brideshead Revisited,Evelyn Waugh,8.02,"The most nostalgic and reflective of Evelyn Waugh's novels, Brideshead Revisited looks back to the golden age before the Second World War. It tells the story of Charles Ryder's infatuation with the Marchmains and the rapidly-disappearing world of privilege they inhabit. Enchanted first by Sebastian at Oxford, then by his doomed Catholic family, in particular his remote sister, Julia, Charles comes finally to recognize only his spiritual and social distance from them.","Classics,Fiction,Historical Fiction,Literature,British Literature,Novels,LGBT",https://www.amazon.com/s?k=BridesheadRevisited&crid=TOQJCXSNICLI&sprefix=BridesheadRevisited%2Caps%2C163&ref=nb_sb_noss_1k=BridesheadRevisited
The Woman in White,Wilkie Collins,,"Librarian note: Alternate covers can be found here and here.'In one moment, every drop of blood in my body was brought to a stop... There, as if it had that moment sprung out of the earth, stood the figure of a solitary Woman, dressed from head to foot in white'The Woman in White famously opens with Walter Hartright's eerie encounter on a moonlit London road. Engaged as a drawing master to the beautiful Laura Fairlie, Walter becomes embroiled in the sinister intrigues of Sir Percival Glyde and his 'charming' friend Count Fosco, who has a taste for white mice, vanilla bonbons, and poison. Pursuing questions of identity and insanity along the paths and corridors of English country houses and the madhouse, The Woman in White is the first and most influential of the Victorian genre that combined Gothic horror with psychological realism.Matthew Sweet's introduction explores the phenomenon of Victorian 'sensation' fiction, and discusses Wilkie Collins's biographical and societal influences. Included in this edition are appendices on theatrical adaptations of the novel and its serialisation history.","Classics,Mystery,Fiction,Gothic,Horror,19th Century,Victorian",https://www.amazon.com/s?k=TheWomaninWhite&crid=TOQJCXSNICLI&sprefix=TheWomaninWhite%2Caps%2C163&ref=nb_sb_noss_1k=TheWomaninWhite
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,8.2,"From the author of the extraordinary Vampire Chronicles comes a huge, hypnotic novel of witchcraft and the occult through four centuries.Demonstrating, once again, her gift for spellbinding storytelling and the creation of legend, Anne Rice makes real for us a great dynasty of witches—a family given to poetry and to incest, to murder and to philosophy a family that, over the ages, is itself haunted by a powerful, dangerous, and seductive being.On the veranda of a great New Orleans house, now faded, a mute and fragile woman sits rocking... and The Witching Hour begins.It begins in our time with a rescue at sea.  Rowan Mayfair, a beautiful woman, a brilliant practitioner of neurosurgery—aware that she has special powers but unaware that she comes from an ancient line of witches—finds the drowned body of a man off the coast of California and brings him to life.  He is Michael Curry, who was born in New Orleans and orphaned in childhood by fire on Christmas Eve, who pulled himself up from poverty, and who now, in his brief interval of death, has acquired a sensory power that mystifies and frightens him.As these two, fiercely drawn to each other, fall in love and—in passionate alliance—set out to solve the mystery of her past and his unwelcome gift, the novel moves backward and forward in time from today's New Orleans and San Francisco to long-ago Amsterdam and a château in the France of Louis XIV.  An intricate tale of evil unfolds—an evil unleashed in seventeenth-century Scotland, where the first ""witch,"" Suzanne of the Mayfair, conjures up the spirit she names Lasher... a creation that spells her own destruction and torments each of her descendants in turn.From the coffee plantations of Port au Prince, where the great Mayfair fortune is made and the legacy of their dark power is almost destroyed, to Civil War New Orleans, as Julien—the clan's only male to be endowed with occult powers—provides for the dynasty its foothold in America, the dark, luminous story encompasses dramas of seduction and death, episodes of tenderness and healing.  And always—through peril and escape, tension and release—there swirl around us the echoes of eternal war: innocence versus the corruption of the spirit, sanity against madness, life against death.  With a dreamlike power, the novel draws us, through circuitous, twilight paths, to the present and Rowan's increasingly inspired and risky moves in the merciless game that binds her to her heritage. And in New Orleans, on Christmas Eve, this strangest of family sagas is brought to its startling climax.","Horror,Fantasy,Fiction,Paranormal,Witches,Supernatural,Gothic",https://www.amazon.com/s?k=TheWitchingHour&crid=TOQJCXSNICLI&sprefix=TheWitchingHour%2Caps%2C163&ref=nb_sb_noss_1k=TheWitchingHour
"Unwind (Unwind, #1)",Neal Shusterman,8.34,"Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.","Young Adult,Dystopia,Science Fiction,Fiction,Fantasy,Horror,Teen",https://www.amazon.com/s?k=Unwind&crid=TOQJCXSNICLI&sprefix=Unwind%2Caps%2C163&ref=nb_sb_noss_1k=Unwind
"The Iron King (The Iron Fey, #1)",Julie Kagawa,7.76,"Meghan Chase has a secret destiny one she could never have imagined.Something has always felt slightly off in Meghan's life, ever since her father disappeared before her eyes when she was six. She has never quite fit in at school or at home.When a dark stranger begins watching her from afar, and her prankster best friend becomes strangely protective of her, Meghan senses that everything she's known is about to change.But she could never have guessed the truth - that she is the daughter of a mythical faery king and is a pawn in a deadly war. Now Meghan will learn just how far she'll go to save someone she cares about, to stop a mysterious evil, no faery creature dare face and to find love with a young prince who might rather see her dead than let her touch his icy heart.","Fantasy,Young Adult,Romance,Paranormal,Fae,Fairies,Urban Fantasy",https://www.amazon.com/s?k=TheIronKing&crid=TOQJCXSNICLI&sprefix=TheIronKing%2Caps%2C163&ref=nb_sb_noss_1k=TheIronKing
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,8.92,"FEYRE WILL BRING VENGEANCE.She has left the Night Court - and her High Lord - and is playing a deadly game of deceit. In the Spring Court, Tamlin is making deals with the invading king threatening to bring Prythian to its knees, and Feyre is determined to uncover his plans. But to do so she must weave a web of lies, and one slip may spell doom not only for Feyre, but for her world as well.As mighty armies grapple for power, Feyre must decide who to trust amongst the dazzling and lethal High Lords - and hunt for allies in unexpected places. BUT WHILE WAR RAGES, IT IS HER HEART THAT WILL FACE THE GREATEST BATTLE.THE THRILLING THIRD BOOK IN #1 NEW YORK TIMES BESTSELLING FANTASY SERIES FROM SARAH J. MAAS.","Fantasy,Romance,Young Adult,New Adult,Fiction,Fae,Fantasy Romance",https://www.amazon.com/s?k=ACourtofWingsandRuin&crid=TOQJCXSNICLI&sprefix=ACourtofWingsandRuin%2Caps%2C163&ref=nb_sb_noss_1k=ACourtofWingsandRuin
The Invisible Life of Addie LaRue,V.E. Schwab,8.4,"France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever and is cursed to be forgotten by everyone she meets.Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young woman learns how far she will go to leave her mark on the world.But everything changes when, after nearly 300 years, Addie stumbles across a young man in a hidden bookstore and he remembers her name.","Fantasy,Fiction,Romance,Historical Fiction,Audiobook,Adult,Historical",https://www.amazon.com/s?k=TheInvisibleLifeofAddieLaRue&crid=TOQJCXSNICLI&sprefix=TheInvisibleLifeofAddieLaRue%2Caps%2C163&ref=nb_sb_noss_1k=TheInvisibleLifeofAddieLaRue
Sense and Sensibility,Jane Austen,8.16,"Alternate cover edition of ISBN 9780141439662'The more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much!'Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elinor, always sensitive to social convention, is struggling to conceal her own romantic disappointment, even from those closest to her. Through their parallel experience of love—and its threatened loss—the sisters learn that sense must mix with sensibility if they are to find personal happiness in a society where status and money govern the rules of love.This edition includes explanatory notes, textual variants between the first and second editions, and Tony Tanner's introduction to the original Penguin Classic edition.","Classics,Fiction,Romance,Historical Fiction,Literature,Historical,Audiobook",https://www.amazon.com/s?k=SenseandSensibility&crid=TOQJCXSNICLI&sprefix=SenseandSensibility%2Caps%2C163&ref=nb_sb_noss_1k=SenseandSensibility
Snow Crash,Neal Stephenson,8.04,"In reality, Hiro Protagonist delivers pizza for Uncle Enzo's CosoNostra Pizza Inc., but in the Metaverse he's a warrior prince. Plunging headlong into the enigma of a new computer virus that's striking down hackers everywhere, he races along the neon-lit streets on a search-and-destroy mission for the shadowy virtual villain threatening to bring about infocalypse. Snow Crash is a mind-altering romp through a future America so bizarre, so outrageous… you'll recognize it immediately.","Science Fiction,Fiction,Cyberpunk,Fantasy,Science Fiction Fantasy,Dystopia,Novels",https://www.amazon.com/s?k=SnowCrash&crid=TOQJCXSNICLI&sprefix=SnowCrash%2Caps%2C163&ref=nb_sb_noss_1k=SnowCrash
"Bared to You (Crossfire, #1)",Sylvia Day,8.3,"From #1 New York Times bestselling author Sylvia Day comes the provocative masterstroke of abandon and obsession that redefined the meaning of desire and became a global phenomenon...Gideon Cross came into my life like lightning in the darkness. He was beautiful and brilliant, jagged and white-hot. I was drawn to him as I'd never been to anything or anyone in my life. I craved his touch like a drug, even knowing it would weaken me. I was flawed and damaged, and he opened those cracks in me so easily.Gideon knew. He had demons of his own. And we would become the mirrors that reflected each other's most private wounds and desires.The bonds of his love transformed me, even as I prayed that the torment of our pasts didn't tear us apart","Romance,Erotica,Contemporary,Contemporary Romance,Adult,Fiction,Erotic Romance",https://www.amazon.com/s?k=BaredtoYou&crid=TOQJCXSNICLI&sprefix=BaredtoYou%2Caps%2C163&ref=nb_sb_noss_1k=BaredtoYou
2001: A Space Odyssey,Arthur C. Clarke,8.34,"On the Moon, an enigma is uncovered.So great are the implications of this discovery that for the first time men are sent out deep into our solar system.But long before their destination is reached, things begin to go horribly, inexplicably wrong...One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.","Science Fiction,Fiction,Classics,Science Fiction Fantasy,Space,Fantasy,Novels",https://www.amazon.com/s?k=2001:ASpaceOdyssey&crid=TOQJCXSNICLI&sprefix=2001:ASpaceOdyssey%2Caps%2C163&ref=nb_sb_noss_1k=2001%3AASpaceOdyssey
